customer_id,monthly_revenue,tenure_months,login_frequency,payment_delay_days,support_tickets,usage_score,discount_used,churn_risk
C0670,1124,57,32,26,8,74,0,0
C0671,1781,26,1,29,4,41,0,1
C0672,589,41,23,10,1,59,0,0
C0673,1817,49,37,16,9,20,1,0
C0674,455,58,8,16,3,84,1,0
C0675,908,3,13,5,8,82,0,0
C0676,2038,56,8,4,0,73,1,0
C0677,2144,6,23,7,10,61,1,0
C0678,2697,5,1,1,0,40,0,0
C0679,209,5,24,15,6,98,0,0
C0680,997,54,35,19,10,100,1,0
C0681,1076,47,24,23,2,41,0,0
C0682,1228,23,17,11,9,57,0,0
C0683,1215,49,5,5,1,99,0,0
C0684,2024,9,20,0,8,27,0,0
C0685,573,35,21,30,2,81,1,0
C0686,2393,20,40,3,1,66,1,0
C0687,423,58,31,16,7,36,1,0
C0688,1462,49,36,12,9,36,1,0
C0689,2424,59,11,17,5,32,1,0
C0690,2002,42,15,4,5,36,1,0
C0691,1052,35,19,29,9,57,0,0
C0692,262,50,7,23,10,100,0,0
C0693,1440,18,28,23,6,97,0,0
C0694,888,17,5,26,6,64,1,1
C0695,1684,24,5,2,10,25,0,0
C0696,1833,3,30,10,5,54,0,0
C0697,2352,32,32,12,3,33,0,0
C0698,710,35,8,3,10,91,1,0
C0699,584,38,10,25,8,80,1,0
C0700,604,13,38,26,5,34,0,0
C0701,717,56,32,13,3,73,1,0
C0702,675,47,28,21,2,46,0,0
C0703,2200,25,17,10,3,32,0,0
C0704,2956,9,31,26,2,50,1,1
C0705,1868,4,8,9,1,54,0,0
C0706,2093,14,40,18,4,79,1,0
C0707,1660,37,25,17,1,25,0,0
C0708,2924,34,9,5,5,88,0,0
C0709,913,11,2,26,2,77,1,0
C0710,282,41,15,28,5,68,0,0
C0711,1368,56,3,14,10,42,1,0
C0712,2704,3,36,20,9,53,1,0
C0713,2101,59,4,29,8,45,0,0
C0714,2248,28,14,9,0,66,0,0
C0715,250,29,25,4,5,24,0,0
C0716,884,9,10,25,8,39,0,1
C0717,916,3,21,28,10,25,0,1
C0718,1669,25,36,4,3,89,0,0
C0719,648,34,12,9,10,78,0,0
C0720,1080,12,27,27,1,83,0,0
C0721,687,42,40,4,3,37,1,0
C0722,2023,9,2,2,0,23,1,0
C0723,2281,15,13,22,2,36,1,0
C0724,2342,40,32,5,9,33,0,0
C0725,1774,25,31,3,8,97,1,0
C0726,2401,5,16,17,9,32,0,0
C0727,449,11,32,27,4,26,1,1
C0728,873,59,32,8,10,63,1,0
C0729,637,34,34,16,5,34,0,0
C0730,2365,24,11,28,2,38,1,1
C0731,970,60,10,12,4,82,1,0
C0732,467,15,15,26,10,54,1,1
C0733,2184,38,17,14,7,100,1,0
C0734,1277,8,40,29,5,54,0,0
C0735,435,59,18,19,3,38,0,0
C0736,588,5,9,16,1,39,0,0
C0737,962,48,25,12,8,54,1,0
C0738,2048,26,40,15,0,51,0,0
C0739,2648,18,14,21,0,67,1,0
C0740,823,6,25,3,3,63,0,0
C0741,1452,37,22,4,6,43,0,0
C0742,777,60,30,4,0,80,0,0
C0743,2322,48,20,8,8,36,1,0
C0744,634,13,21,16,3,90,0,0
C0745,2350,28,32,12,2,69,0,0
C0746,963,5,21,1,0,84,0,0
C0747,2985,13,35,12,9,51,0,0
C0748,1529,17,32,21,3,55,0,0
C0749,2345,50,30,20,8,32,1,0
C0750,1558,40,39,26,9,89,0,0
C0751,2682,45,12,22,5,77,0,0
C0752,646,32,18,18,5,33,1,0
C0753,2217,29,21,2,0,56,1,0
C0754,1531,51,13,9,9,98,0,0
C0755,448,58,21,1,1,87,0,0
C0756,365,3,8,12,10,59,1,0
C0757,1558,56,40,18,5,78,1,0
C0758,1219,40,7,25,1,99,1,0
C0759,741,34,23,16,2,35,0,0
C0760,958,40,32,20,3,81,0,0
C0761,2328,27,11,13,10,23,1,1
C0762,2380,13,22,30,4,64,0,0
C0763,996,45,22,11,8,47,0,0
C0764,337,33,25,20,3,85,1,0
C0765,2431,6,22,11,10,50,1,0
C0766,1553,24,28,10,8,22,0,0
C0767,2075,19,29,6,10,27,1,0
C0768,268,16,13,3,9,43,0,0
C0769,2793,40,18,18,2,34,0,0
C0770,2300,28,2,0,7,62,1,0
C0771,1673,33,29,27,0,50,0,0
C0772,404,59,21,30,10,92,0,0
C0773,2373,59,15,23,8,64,1,0
C0774,242,48,27,28,8,85,0,0
C0775,2106,41,31,2,9,27,0,0
C0776,2358,13,15,12,1,90,1,0
C0777,960,43,23,14,3,76,1,0
C0778,2342,45,24,1,7,99,1,0
C0779,2194,25,13,10,6,49,1,0
C0780,2135,53,22,3,0,93,0,0
C0781,1099,42,37,18,4,37,1,0
C0782,559,36,33,28,6,88,0,0
C0783,1919,27,3,16,3,58,1,0
C0784,480,38,19,2,0,79,0,0
C0785,2087,60,23,27,8,62,0,0
C0786,866,7,29,17,4,64,0,0
C0787,292,5,30,7,10,42,0,0
C0788,871,43,39,21,1,88,1,0
C0789,2169,45,25,24,7,25,0,0
C0790,260,58,37,23,10,75,0,0
C0791,2881,57,8,25,1,23,0,0
C0792,1228,51,16,18,2,42,0,0
C0793,1689,31,8,4,9,25,1,0
C0794,803,23,1,6,0,51,1,0
C0795,881,42,5,20,10,37,1,1
C0796,2781,10,3,7,1,34,1,0
C0797,1628,32,1,27,6,59,1,0
C0798,2892,43,4,4,9,92,0,0
C0799,2480,53,40,16,1,93,1,0
C0800,723,30,35,4,5,25,1,0
C0801,2593,39,32,3,2,82,0,0
C0802,2793,31,34,21,3,86,1,0
C0803,2168,18,25,18,10,30,1,0
C0804,1301,36,10,30,7,62,0,1
C0805,1953,2,21,26,2,36,0,0
C0806,2036,14,39,20,9,23,0,0
C0807,2496,13,27,1,5,82,1,0
C0808,2294,29,27,10,0,87,1,0
C0809,1344,12,2,21,6,100,0,0
C0810,2461,39,13,12,7,60,1,0
C0811,2486,2,9,14,10,24,0,1
C0812,1279,32,36,11,7,51,0,0
C0813,2597,13,22,21,2,89,1,0
C0814,306,46,26,20,9,54,1,0
C0815,247,27,12,21,0,41,0,0
C0816,536,49,17,10,8,84,0,0
C0817,1249,41,14,6,5,41,0,0
C0818,1480,17,14,27,10,30,0,1
C0819,2255,40,34,4,8,96,0,0
C0820,824,31,20,16,6,22,0,1
C0821,2090,34,11,23,0,28,0,0
C0822,1476,60,16,19,0,79,0,0
C0823,1915,24,31,8,5,95,0,0
C0824,2966,45,6,13,4,33,0,0
C0825,502,35,19,25,8,37,1,1
C0826,838,48,37,11,1,92,1,0
C0827,255,6,4,5,7,42,0,0
C0828,925,19,4,16,10,93,0,0
C0829,725,30,20,18,4,66,0,0
C0830,673,7,10,18,1,88,0,0
C0831,227,10,24,25,9,66,0,0
C0832,2325,41,35,15,10,49,0,0
C0833,564,32,26,11,10,44,0,0
C0834,2913,34,37,11,5,47,1,0
C0835,725,28,38,19,9,44,0,0
C0836,2946,60,21,5,7,93,0,0
C0837,1535,15,40,30,3,97,1,0
C0838,1082,30,39,22,1,77,0,0
C0839,1230,37,21,25,10,60,0,0
C0840,1226,29,10,3,4,44,0,0
C0841,1846,22,38,5,1,97,0,0
C0842,1118,4,4,10,1,67,1,0
C0843,2997,20,20,0,5,29,0,0
C0844,2610,32,17,29,10,94,0,0
C0845,1974,36,7,23,9,30,0,1
C0846,1731,50,4,22,8,40,0,0
C0847,2986,4,29,14,3,64,1,0
C0848,2106,27,14,26,5,26,1,1
C0849,1415,17,3,10,6,100,0,0
C0850,1854,12,24,24,10,83,0,0
C0851,684,22,37,18,5,83,0,0
C0852,2275,17,16,17,7,21,1,1
C0853,913,10,4,16,3,95,0,0
C0854,1262,54,24,18,0,61,0,0
C0855,2176,1,34,20,6,73,0,0
C0856,1496,22,30,13,2,94,0,0
C0857,1454,26,18,26,5,35,0,1
C0858,2333,56,19,17,1,37,0,0
C0859,325,59,31,27,8,78,0,0
C0860,736,18,19,18,0,35,0,0
C0861,2392,50,19,14,5,25,0,0
C0862,2272,14,22,30,5,76,1,0
C0863,1803,47,24,14,4,66,0,0
C0864,266,29,12,3,4,67,0,0
C0865,432,12,30,6,0,61,1,0
C0866,2356,36,38,12,9,95,0,0
C0867,1369,59,31,2,4,79,0,0
C0868,2358,35,36,15,1,96,1,0
C0869,2475,52,19,30,6,23,0,1
C0870,310,12,36,8,2,21,1,0
C0871,1693,7,30,7,3,78,0,0
C0872,2281,29,33,19,2,46,0,0
C0873,822,11,18,12,2,46,0,0
C0874,2995,33,28,16,3,98,0,0
C0875,2842,6,11,16,4,91,1,0
C0876,2672,47,33,16,0,26,1,0
C0877,2860,15,17,0,3,82,1,0
C0878,1741,32,6,7,10,65,1,0
C0879,2939,51,4,18,7,82,1,0
C0880,1505,11,20,30,9,31,0,1
C0881,1961,58,27,5,6,32,0,0
C0882,2175,23,15,2,8,62,0,0
C0883,2562,26,6,26,4,36,0,0
C0884,1076,34,14,4,9,82,1,0
C0885,2189,46,11,12,3,100,0,0
C0886,1512,34,39,14,7,55,0,0
C0887,1660,29,9,13,8,27,0,0
C0888,2909,4,26,28,6,88,0,0
C0889,2524,17,16,30,6,99,0,0
C0890,1933,35,5,22,4,55,0,0
C0891,1805,13,10,15,3,47,0,0
C0892,1726,41,3,17,9,66,0,0
C0893,2871,39,13,21,0,95,1,0
C0894,2763,15,30,28,9,49,0,1
C0895,2597,55,6,21,9,42,0,0
C0896,1830,29,17,10,6,35,0,0
C0897,1360,29,19,2,0,33,0,0
C0898,958,11,35,21,0,93,0,0
C0899,442,52,26,9,4,90,0,0
C0900,2790,32,5,9,8,71,0,0
C0901,1263,2,29,29,5,56,0,0
C0902,428,47,37,20,2,48,0,0
C0903,2795,14,20,15,2,86,0,0
C0904,1119,20,21,11,6,34,1,0
C0905,1446,22,10,1,5,66,0,0
C0906,205,11,5,8,8,65,1,0
C0907,667,27,36,23,5,71,0,0
C0908,1955,3,6,2,4,38,0,0
C0909,274,17,26,23,9,96,1,0
C0910,203,44,4,29,6,40,1,0
C0911,2070,56,39,24,0,83,0,0
C0912,845,28,39,29,6,56,0,0
C0913,317,29,35,14,2,46,0,0
C0914,1829,21,1,2,8,74,0,0
C0915,2751,47,24,18,5,48,0,0
C0916,2221,16,36,17,8,39,0,0
C0917,1146,37,6,7,4,44,0,0
C0918,2821,59,31,25,6,89,0,0
C0919,1664,20,20,16,3,82,1,0
C0920,393,6,24,7,6,55,1,0
C0921,1046,19,25,6,0,21,1,0
C0922,2962,57,36,29,6,41,0,0
C0923,1615,5,21,6,7,35,1,0
C0924,1658,3,30,2,4,37,1,0
C0925,2420,59,24,0,1,88,0,0
C0926,1868,1,30,3,4,73,0,0
C0927,2573,58,22,24,5,49,1,0
C0928,1633,60,28,4,1,64,0,0
C0929,1341,38,7,0,5,38,0,0
C0930,2010,15,35,14,5,53,0,0
C0931,923,34,28,4,0,32,0,0
C0932,424,35,14,12,0,62,1,0
C0933,731,49,10,7,10,81,0,0
C0934,312,25,16,7,9,41,0,0
C0935,2387,24,16,4,2,71,0,0
C0936,758,12,31,27,9,71,0,0
C0937,2248,18,25,8,9,55,0,0
C0938,2337,15,13,30,2,92,0,0
C0939,853,44,6,0,3,38,1,0
C0940,519,16,9,3,1,57,0,0
C0941,1773,27,36,2,8,89,0,0
C0942,2028,8,20,1,9,98,1,0
C0943,2117,60,18,30,10,76,0,0
C0944,338,46,21,7,6,39,1,0
C0945,2226,25,4,22,6,28,1,1
C0946,2506,17,33,8,5,51,1,0
C0947,1101,29,27,1,2,23,0,0
C0948,889,53,7,13,5,69,0,0
C0949,2239,8,6,13,7,24,0,1
C0950,209,15,15,3,7,39,0,0
C0951,460,27,18,29,10,94,1,0
C0952,2142,46,32,30,8,56,1,0
C0953,1873,50,11,5,0,41,1,0
C0954,2419,52,20,10,0,77,1,0
C0955,2260,7,24,2,2,87,1,0
C0956,1391,3,15,7,2,63,0,0
C0957,1819,29,7,2,9,53,0,0
C0958,520,44,21,13,7,96,1,0
C0959,1542,53,26,27,9,61,0,0
C0960,1836,24,14,12,0,28,0,0
C0961,2576,60,37,12,1,26,0,0
C0962,2194,58,21,1,1,87,1,0
C0963,2143,3,18,12,2,38,0,0
C0964,2238,20,5,28,5,50,1,1
C0965,1318,46,3,18,0,54,1,0
C0966,1804,15,23,26,1,76,0,0
C0967,2565,25,26,5,0,80,0,0
C0968,435,30,37,15,4,50,0,0
C0969,2169,14,24,1,6,72,1,0
C0970,533,7,19,7,7,51,1,0
C0971,2108,17,25,16,9,85,1,0
C0972,575,44,21,22,0,78,0,0
C0973,1360,20,12,1,6,29,0,0
C0974,2835,36,33,9,4,21,0,0
C0975,1770,9,4,27,9,85,1,0
C0976,2760,38,7,15,0,79,0,0
C0977,1519,48,22,5,2,36,0,0
C0978,2055,57,33,27,6,35,0,0
C0979,1572,60,17,1,9,35,0,0
C0980,1072,22,24,1,0,65,0,0
C0981,1452,54,34,25,6,58,0,0
C0982,2517,53,28,12,4,50,0,0
C0983,2051,53,39,23,0,20,0,0
C0984,1514,2,22,14,0,30,1,0
C0985,924,24,17,30,0,23,1,1
C0986,2252,8,34,27,10,90,0,0
C0987,277,11,6,1,8,45,1,0
C0988,2821,13,6,6,10,69,0,0
C0989,331,17,34,2,2,31,0,0
C0990,800,8,1,7,4,100,1,0
C0991,1972,21,10,22,10,94,1,0
C0992,1265,18,21,13,9,84,1,0
C0993,2336,30,5,23,8,66,0,0
C0994,2649,18,2,29,5,72,0,0
C0995,2543,46,22,22,8,90,1,0
C0996,2063,47,2,26,7,21,0,1
C0997,1518,31,10,21,7,43,0,0
C0998,815,38,34,28,0,23,1,0
C0999,2669,32,16,6,8,38,1,0
C1000,2088,11,39,20,5,45,1,0
